volatile acidity,citric acid,chlorides,density,pH,sulphates,alcohol,SugarFraction,Sulfur,Acidity,quality
0.59,0.07,0.102,1.00015,3.31,0.71,9.8,3.3994900764885263,0.4507042253521127,2.990936555891239,5
0.45,0.55,0.073,0.9997,3.1,0.76,10.3,2.000600180054016,0.5102040816326531,3.8709677419354835,6
0.4,0.12,0.092,0.9967,3.37,0.7,10.3,3.009932778167954,0.5471698113207547,2.2255192878338277,6
0.52,0.09,0.091,0.9976,3.34,0.86,10.6,2.506014434643143,0.40816326530612246,2.6047904191616764,7
0.42,0.53,0.105,1.001,3.2,0.95,9.2,3.296703296703297,0.336734693877551,3.6249999999999996,5
0.2,0.48,0.343,0.9979,3.3,0.71,10.5,2.004208838560978,0.3333333333333333,3.3333333333333335,5
0.55,0.23,0.091,0.9994,3.22,0.64,10.3,2.7016209725835503,0.375,3.229813664596273,6
0.36,0.25,0.098,0.9964,3.41,0.6,10.1,2.408671216378964,0.3125,2.0234604105571847,6
0.34,0.52,0.094,1.0014,3.05,0.81,9.5,3.195526263231476,0.32075471698113206,4.360655737704919,6
0.5,0.46,0.073,1.0001,3.05,0.64,9.5,2.4997500249975,0.18518518518518517,3.5409836065573774,5
0.83,0.37,0.086,0.9981,3.16,0.52,9.9,2.604949403867348,0.37142857142857144,3.354430379746835,5
0.63,0.06,0.083,0.99855,3.67,0.73,9.6,2.0029042111061037,0.27586206896551724,1.9346049046321525,5
0.65,0.02,0.094,0.9993,3.67,0.8,9.7,2.3016111277894526,0.16129032258064516,1.9618528610354224,5
0.67,0.06,0.08,0.99845,3.68,0.71,9.6,2.103260053082278,0.24242424242424243,1.875,5
0.53,0.06,0.086,0.9965,3.38,0.59,10.7,2.6091319618665327,0.45454545454545453,2.2189349112426036,6
0.18,0.48,0.068,0.9973,3.22,0.64,10.1,1.504060964604432,0.4666666666666667,3.447204968944099,6
0.705,0.12,0.092,0.9994,3.51,0.72,10.0,2.6015609365619374,0.42857142857142855,2.364672364672365,5
0.67,0.12,0.186,0.996,3.39,0.54,9.5,1.606425702811245,0.23809523809523808,2.1828908554572273,5
0.65,0.6,0.112,0.9973,3.2,0.52,9.2,2.1056853504462048,0.13333333333333333,2.625,5
0.53,0.48,0.063,0.9998,3.12,0.59,9.3,2.500500100020004,0.24,3.3012820512820515,6
0.62,0.32,0.082,0.9966,3.36,0.52,9.4,2.207505518763797,0.12962962962962962,2.261904761904762,5
0.41,0.42,0.213,0.9994,3.19,0.62,9.5,2.4014408645187113,0.42857142857142855,3.2288401253918497,6
0.43,0.44,0.214,0.9994,3.19,0.63,9.5,2.4014408645187113,0.4166666666666667,3.2288401253918497,6
0.29,0.38,0.062,0.9968,3.41,0.53,9.5,1.7054574638844302,0.3,2.1700879765395893,6
0.53,0.24,0.072,0.996,3.27,0.54,9.4,2.0080321285140563,0.14285714285714285,2.4159021406727827,6
0.46,0.31,0.093,0.99815,3.32,0.63,9.5,2.8051896007614086,0.19387755102040816,2.710843373493976,6
0.47,0.3,0.076,0.9976,3.3,0.53,9.4,3.007217321571772,0.2222222222222222,2.606060606060606,5
0.36,0.29,0.087,0.99645,3.39,0.68,11.0,2.6092628832354863,0.3611111111111111,2.1828908554572273,5
0.35,0.29,0.096,0.9962,3.42,0.65,11.0,2.5095362377032724,0.37735849056603776,2.0760233918128654,6
0.56,0.23,0.102,0.9996,3.3,0.65,10.1,3.401360544217687,0.40217391304347827,2.909090909090909,5
0.77,0.12,0.082,0.99865,3.3,0.64,10.4,2.9039202923947327,0.40540540540540543,2.909090909090909,6
0.66,0.39,0.083,0.9989,3.37,0.71,11.5,3.2035238762638905,0.3559322033898305,2.908011869436202,7
0.61,0.26,0.09,0.99975,3.24,0.62,9.7,3.400850212553138,0.28735632183908044,2.8703703703703702,5
0.62,0.05,0.079,0.99735,3.29,0.63,9.3,2.3061111946658643,0.3333333333333333,2.370820668693009,5
0.59,0.42,0.09,0.999,3.28,0.7,9.5,2.8028028028028027,0.4794520547945205,3.1402439024390247,6
0.49,0.2,0.071,1.0015,3.16,0.69,9.2,10.983524712930603,0.26,3.1645569620253164,6
0.53,0.66,0.121,0.9978,3.05,0.74,11.5,3.6580477049508917,0.42857142857142855,3.8032786885245904,7
0.44,0.5,0.107,0.998,3.28,0.83,11.5,4.509018036072145,0.38461538461538464,3.1402439024390247,5
0.27,0.62,0.082,1.0002,3.16,0.67,9.7,2.599480103979204,0.2857142857142857,4.240506329113924,6
0.46,0.39,0.061,0.9981,3.18,0.62,9.5,2.003807233744114,0.4666666666666667,3.364779874213836,5
0.36,0.64,0.122,0.998,3.23,0.66,12.5,2.905811623246493,0.24390243902439024,3.157894736842105,6
0.58,0.28,0.066,0.9973,3.22,0.54,9.4,3.2086633911561218,0.18421052631578946,2.484472049689441,6
0.56,0.08,0.105,0.9958,3.13,0.52,11.0,2.108857200241012,0.36363636363636365,2.68370607028754,5
0.65,0.01,0.078,0.9963,3.34,0.74,11.7,2.5092843521027803,0.4473684210526316,2.3652694610778444,7
0.695,0.53,0.128,0.9992,3.17,0.84,12.2,3.4027221777421937,0.3333333333333333,3.7539432176656153,7
0.43,0.45,0.052,0.9948,3.35,0.7,12.5,1.9099316445516685,0.375,2.656716417910448,6
0.43,0.32,0.08,0.9974,3.31,0.64,10.3,2.8072989773410866,0.5,2.3564954682779455,5
0.49,0.58,0.103,1.0008,3.16,1.0,11.5,2.9976019184652283,0.2828282828282828,3.9240506329113924,6
0.28,0.54,0.082,0.9997,3.11,1.36,9.8,2.3006902070621185,0.41379310344827586,4.019292604501608,7
0.34,0.5,0.066,1.0,3.12,1.18,9.2,2.4,0.47619047619047616,3.9102564102564097,6
0.42,0.48,0.065,0.9972,3.21,0.87,11.3,2.7075812274368234,0.2777777777777778,3.3021806853582554,6
0.39,0.47,0.118,0.9982,3.3,0.75,9.8,1.8032458425165299,0.42857142857142855,3.303030303030303,6
0.57,0.5,0.082,1.0006,3.12,0.78,10.7,2.598440935438737,0.1875,3.814102564102564,6
0.685,0.0,0.067,0.9979,3.6,0.81,9.9,1.903998396632929,0.6349206349206349,1.9444444444444444,5
0.815,0.02,0.072,0.9955,3.58,0.89,12.3,2.7122049221496733,0.5,1.8435754189944134,7
0.49,0.67,0.093,0.9986,3.02,0.93,12.0,3.0042058882435407,0.4,4.569536423841059,6
0.56,0.31,0.089,0.9979,3.11,0.92,10.0,2.805892373985369,0.32608695652173914,3.0868167202572345,6
0.785,0.0,0.093,0.9994,3.36,0.86,9.4,2.6015609365619374,0.39285714285714285,2.7083333333333335,6
0.67,0.22,0.107,1.0004,3.28,0.98,9.9,2.6989204318272693,0.5,3.2621951219512195,6
0.795,0.0,0.096,0.9994,3.35,0.83,9.4,2.6015609365619374,0.4230769230769231,2.716417910447761,6
0.665,0.0,0.09,0.9974,3.27,0.73,9.3,2.40625626629236,0.42105263157894735,2.3547400611620795,5
0.53,0.79,0.12,1.0018,3.18,0.77,13.0,4.791375524056698,0.2987012987012987,4.245283018867925,5
0.21,0.4,0.066,0.9912,3.25,0.59,11.9,1.4124293785310733,0.24545454545454545,1.876923076923077,6
0.75,0.01,0.078,0.9955,3.55,0.61,12.8,2.4108488196885984,0.53125,1.887323943661972,6
0.41,0.52,0.08,1.0001,3.26,0.88,11.0,2.9997000299970003,0.5272727272727272,3.5276073619631902,5
0.42,0.66,0.116,0.997,3.24,0.75,11.7,2.9588766298896694,0.41379310344827586,3.2407407407407405,7
0.43,0.66,0.109,1.0,3.15,0.85,10.4,3.1,0.43478260869565216,3.777777777777778,7
0.38,0.66,0.088,1.001,3.17,0.68,9.8,2.597402597402598,0.24390243902439024,3.9747634069400632,6
0.7,0.23,0.099,0.9973,3.19,0.7,9.4,2.005414619472576,0.1728395061728395,2.570532915360501,5
0.45,0.31,0.086,0.9982,3.37,0.91,9.9,2.604688439190543,0.42,2.551928783382789,6
0.58,0.66,0.072,0.9992,3.05,0.56,10.0,2.502001601281025,0.16216216216216217,3.9016393442622954,5
0.46,0.63,0.071,0.9988,2.99,0.87,10.2,2.002402883460152,0.4,4.180602006688963,5
0.615,0.66,0.083,1.0022,3.07,0.73,10.0,5.78726801037717,0.16666666666666666,4.169381107491857,7
0.42,0.5,0.107,0.9979,3.26,0.93,11.8,3.4071550255536627,0.3333333333333333,3.067484662576687,6
0.575,0.61,0.076,1.0,3.16,0.69,9.0,2.6,0.4583333333333333,3.291139240506329,5
0.34,0.52,0.159,0.9998,3.18,0.64,9.4,2.800560112022404,0.2,3.238993710691824,5
0.27,0.53,0.074,0.9962,3.2,1.13,12.0,2.4091547881951416,0.3333333333333333,2.9375,7
0.765,0.02,0.063,0.9975,3.57,0.78,9.9,2.305764411027569,0.5555555555555556,1.9327731092436977,5
0.24,0.4,0.056,0.9967,3.32,0.87,8.7,1.6052974816895755,0.44,2.379518072289157,6
0.28,0.48,0.067,0.9967,3.32,1.04,10.6,1.8059596669007725,0.5652173913043478,2.7409638554216866,6
0.55,0.22,0.106,0.9959,3.05,0.63,9.2,2.209057134250427,0.16666666666666666,2.426229508196722,5
0.41,0.63,0.089,1.0014,3.01,0.81,10.8,3.794687437587377,0.1276595744680851,4.651162790697675,6
0.54,0.71,0.124,0.9984,3.01,0.83,11.8,4.407051282051283,0.4,3.8205980066445187,7
0.45,0.5,0.078,1.0003,3.26,1.11,11.0,2.9991002699190243,0.40425531914893614,3.5276073619631902,6
0.625,0.66,0.088,0.9988,3.11,0.99,13.3,6.207448938726472,0.25,3.6655948553054665,6
0.42,0.38,0.094,0.9979,3.31,0.7,10.8,2.5052610482012225,0.4,2.5075528700906347,6
0.26,0.42,0.08,0.9974,3.21,0.8,9.4,2.0052135552436336,0.4074074074074074,2.5856697819314642,6
0.415,0.68,0.085,1.0014,3.06,0.8,10.0,2.895945676053525,0.3953488372093023,4.477124183006536,6
0.51,0.28,0.087,0.998,3.42,0.74,9.2,2.1042084168336674,0.42592592592592593,2.2514619883040936,5
0.63,0.07,0.09,0.9979,3.43,0.76,9.7,2.4050506062731736,0.2972972972972973,2.1574344023323615,6
0.54,0.26,0.088,0.9981,3.41,0.74,9.2,2.003807233744114,0.4791666666666667,2.287390029325513,6
0.66,0.15,0.079,0.9972,3.31,0.54,9.6,1.9053349378259126,0.40476190476190477,2.5075528700906347,6
0.46,0.26,0.088,0.9981,3.43,0.74,9.2,1.903616872056908,0.4339622641509434,2.2740524781341107,6
0.38,0.31,0.096,0.9982,3.19,0.7,10.0,2.5045081146062915,0.32653061224489793,3.0094043887147337,7
0.85,0.05,0.045,0.9924,3.56,0.82,12.9,1.4107214832728738,0.13636363636363635,1.5730337078651684,8
0.37,0.52,0.082,0.998,3.18,0.51,9.5,2.004008016032064,0.23076923076923078,2.9874213836477987,5
0.665,0.61,0.112,0.997,3.16,0.54,9.1,2.0060180541624875,0.1368421052631579,2.6582278481012658,5
0.6,0.65,0.063,0.9997,3.03,0.57,9.9,2.3006902070621185,0.24,4.191419141914191,5
0.37,0.76,0.066,1.0004,3.22,0.6,13.0,4.198320671731308,0.18421052631578946,3.7267080745341614,7
0.735,0.02,0.122,0.9994,3.47,0.53,9.9,7.904742845707426,0.5483870967741935,1.9020172910662823,5
0.59,0.59,0.087,0.9988,3.18,0.65,11.0,2.6031237484981977,0.2653061224489796,3.6163522012578615,6
0.765,0.22,0.064,0.9963,3.1,0.55,9.4,2.308541603934558,0.21428571428571427,2.8064516129032255,5
0.26,0.3,0.059,0.9949,3.29,0.47,10.8,1.7087144436626795,0.5263157894736842,2.3404255319148937,6
0.48,0.54,0.085,1.0,3.1,0.61,10.5,2.6,0.296875,3.9354838709677415,6
0.6,0.49,0.085,0.9994,3.15,0.63,10.5,2.7016209725835503,0.24390243902439024,3.619047619047619,6
0.69,0.05,0.075,0.9974,3.26,0.61,9.1,2.7070382995789055,0.5555555555555556,2.361963190184049,5
0.31,0.46,0.059,0.9966,3.36,0.76,10.1,1.4047762392133252,0.44,2.589285714285714,6
0.44,0.47,0.063,0.9981,3.24,0.65,10.8,2.5047590421801424,0.32142857142857145,3.0246913580246915,6
0.39,0.66,0.093,0.9996,3.18,0.63,10.8,3.0012004801920766,0.4,3.773584905660377,7
0.34,0.58,0.174,0.997,3.19,0.7,11.3,3.711133400200602,0.375,3.260188087774295,6
0.46,0.49,0.07,0.9981,3.05,0.57,9.6,4.508566275924256,0.5306122448979592,4.0983606557377055,4
0.43,0.34,0.08,0.9987,3.38,0.62,9.5,2.5032542304996497,0.3023255813953488,2.6627218934911245,6
0.45,0.35,0.08,0.9987,3.38,0.62,9.5,2.4031240612796636,0.2948717948717949,2.692307692307692,5
0.735,0.16,0.1,0.9966,3.27,0.64,9.3,1.9064820389323698,0.19480519480519481,2.171253822629969,5
0.4,0.53,0.097,0.9986,3.27,0.82,11.7,6.709393150410575,0.3157894736842105,3.0275229357798166,7
0.52,0.34,0.087,0.9982,3.26,0.61,9.5,2.704868763774795,0.19672131147540983,2.699386503067485,5
0.725,0.24,0.117,1.0014,3.32,1.07,9.3,6.590772917914919,0.23134328358208955,2.5903614457831328,5
0.48,0.64,0.111,0.997,3.26,0.66,11.7,2.2066198595787365,0.3,3.2515337423312887,6
0.58,0.12,0.091,0.9956,3.44,0.48,10.5,1.9083969465648853,0.27419354838709675,2.0348837209302326,5
0.38,0.51,0.121,0.9996,3.24,0.76,10.4,2.000800320128051,0.35,3.6728395061728394,6
0.77,0.0,0.066,0.9976,3.62,0.68,9.9,1.8043303929430634,0.6538461538461539,1.878453038674033,5
0.56,0.33,0.089,0.9972,3.28,0.73,11.8,2.406738868832732,0.5223880597014925,2.8963414634146343,7
0.84,0.03,0.059,0.9952,3.52,0.56,12.3,2.3110932475884245,0.6666666666666666,1.875,7
0.96,0.2,0.047,0.9955,3.36,0.44,10.9,2.0090406830738323,0.25,2.291666666666667,5
0.24,0.47,0.066,0.9978,3.15,0.9,11.0,2.1046301864101022,0.25,3.3333333333333335,7
0.67,0.08,0.045,0.9949,3.49,0.49,11.4,2.110764900995075,0.3958333333333333,1.8338108882521489,6
0.78,0.22,0.077,0.9988,3.26,0.56,10.6,1.9022827392871444,0.1875,2.914110429447853,6
0.52,0.33,0.07,0.9978,3.24,0.6,9.3,1.3028663058729204,0.3,2.8086419753086416,5
0.84,0.63,0.088,0.9997,3.1,0.6,10.4,2.400720216064819,0.37142857142857144,4.129032258064516,6
0.55,0.35,0.074,0.9974,3.25,0.56,9.2,2.205734910767997,0.3181818181818182,2.4,5
0.37,0.69,0.078,0.9958,3.0,0.65,12.8,2.3097007431211085,0.5,3.966666666666667,6
0.39,0.63,0.091,1.0004,3.16,0.49,9.5,2.299080367852859,0.3333333333333333,3.892405063291139,5
0.41,0.55,0.076,0.9996,3.15,0.89,9.9,3.201280512204882,0.4074074074074074,3.301587301587302,6
0.67,0.3,0.06,0.9958,3.26,0.56,10.2,2.008435428800964,0.6129032258064516,2.4539877300613497,6
0.45,0.73,0.066,0.9986,3.17,0.66,11.2,3.2044862807931103,0.2727272727272727,3.501577287066246,6
0.62,0.18,0.062,0.9951,3.08,0.6,9.3,1.507386192342478,0.14,2.2727272727272725,5
0.31,0.72,0.072,0.9987,2.88,0.82,9.8,2.202863722839692,0.20689655172413793,4.375,8
0.4,0.65,0.068,0.9988,3.06,0.68,11.3,2.1525830997196636,0.25925925925925924,3.888888888888889,6
0.685,0.76,0.1,1.0032,2.95,0.68,11.2,3.6881977671451356,0.13953488372093023,5.288135593220338,7
0.44,0.49,0.077,0.9963,3.23,0.63,11.6,2.710027100271003,0.5789473684210527,3.0959752321981426,7
0.57,0.01,0.054,0.9934,3.57,0.84,12.5,1.7112945439903362,0.18518518518518517,1.484593837535014,7
0.735,0.1,0.079,0.9986,3.23,0.56,10.1,2.1029441217704785,0.1935483870967742,2.9411764705882355,6
0.38,0.6,0.081,0.9996,3.1,0.73,10.5,2.6010404161664664,0.4305555555555556,4.032258064516129,5
0.48,0.29,0.127,0.9968,3.22,0.72,11.2,2.106741573033708,0.375,2.888198757763975,5
0.53,0.22,0.1,0.9967,3.2,0.56,10.2,2.0066218521119694,0.25925925925925924,2.6874999999999996,6
0.39,0.69,0.095,0.9994,3.1,0.61,10.8,2.801681008605163,0.4857142857142857,3.838709677419355,6
0.37,0.53,0.413,0.9979,3.06,1.06,9.1,1.8037879547048803,0.34615384615384615,2.7450980392156863,6
0.56,0.03,0.084,0.9968,3.44,0.63,10.0,1.7054574638844302,0.5142857142857142,1.9767441860465116,6
0.33,0.63,0.084,0.9998,3.26,0.74,11.2,2.800560112022404,0.22727272727272727,3.190184049079755,7
0.23,0.4,0.063,0.9952,3.5,0.63,11.1,1.6077170418006432,0.31343283582089554,2.0,5
0.62,0.67,0.086,0.9988,3.22,0.69,13.4,5.206247496996395,0.3157894736842105,3.5093167701863353,8
0.59,0.39,0.095,0.9986,3.37,0.58,10.3,2.3032245143200476,0.22727272727272727,2.6409495548961424,5
0.63,0.21,0.097,0.9988,3.28,0.58,9.6,2.7032438926712055,0.4461538461538462,2.8048780487804876,5
0.58,0.66,0.074,1.0008,3.25,0.57,9.0,2.1982414068745006,0.2127659574468085,3.569230769230769,3
0.43,0.52,0.083,0.9976,3.35,0.61,11.3,2.3055332798716917,0.6086956521739131,2.746268656716418,6
0.615,0.22,0.087,0.9982,3.26,0.61,9.3,2.604688439190543,0.3157894736842105,2.5460122699386507,5
0.26,0.68,0.085,0.997,3.18,0.61,11.8,2.5576730190571713,0.4,3.4591194968553456,5
0.66,0.7,0.098,0.9972,3.08,0.53,9.0,2.2061772964300044,0.1937984496124031,2.6298701298701297,5
0.315,0.54,0.084,0.9987,2.98,0.7,9.2,2.102733553619706,0.3333333333333333,3.859060402684564,6
0.29,0.4,0.098,1.0006,3.48,0.91,9.7,2.8982610433739757,0.38461538461538464,2.8735632183908044,5
0.5,0.42,0.069,0.9982,3.16,0.72,11.5,2.003606491685033,0.4117647058823529,3.259493670886076,6
0.46,0.45,0.065,0.9947,3.32,0.79,14.0,2.6138534231426562,0.3888888888888889,2.6506024096385548,6
0.36,0.69,0.09,1.0,3.17,0.62,9.2,2.1,0.2857142857142857,3.5962145110410098,6
0.82,0.02,0.07,0.9952,3.2,0.58,9.8,1.2057877813504823,0.75,2.7187499999999996,5
0.32,0.65,0.093,0.9996,3.05,0.61,10.6,2.6010404161664664,0.3191489361702128,4.262295081967213,5
0.54,0.42,0.081,0.997,3.2,0.71,11.4,2.4072216649949847,0.4807692307692308,2.9999999999999996,6
0.37,0.55,0.083,0.9995,3.15,0.82,10.4,2.6013006503251623,0.36764705882352944,3.9682539682539684,6
0.35,0.55,0.062,0.9971,3.26,0.79,10.6,2.106107712365861,0.35714285714285715,3.0368098159509205,5
0.28,0.51,0.08,0.9982,3.2,0.89,9.4,1.703065517932278,0.4166666666666667,3.28125,6
0.68,0.24,0.087,0.9988,3.14,0.6,10.2,2.2026431718061676,0.17857142857142858,3.057324840764331,5
0.27,0.41,0.091,0.998,3.28,0.7,9.7,2.004008016032064,0.375,2.835365853658537,5
0.24,0.49,0.075,0.9977,3.18,1.06,11.0,1.8041495439510875,0.3,3.270440251572327,6
0.685,0.11,0.077,0.9984,3.19,0.7,10.1,2.7043269230769234,0.1935483870967742,2.9467084639498435,6
0.28,0.39,0.069,1.0026,3.12,0.66,9.2,15.459804508278477,0.2608695652173913,3.3974358974358974,5
0.3,0.56,0.08,0.9964,3.15,0.92,11.7,2.8101164191087915,0.35294117647058826,2.984126984126984,8
0.36,0.59,0.152,0.9986,3.04,1.05,9.4,2.2030843180452635,0.3333333333333333,3.4868421052631575,5
0.36,0.6,0.152,0.9986,3.04,1.06,9.4,2.2030843180452635,0.3888888888888889,3.4868421052631575,5
0.44,0.68,0.114,0.997,3.06,0.66,13.4,4.112337011033099,0.25,3.464052287581699,6
0.67,0.39,0.054,0.9976,3.17,0.47,10.0,1.904570970328789,0.35294117647058826,3.217665615141956,5
0.645,0.36,0.053,0.9982,3.17,0.42,10.0,1.8032458425165299,0.35714285714285715,3.217665615141956,6
0.32,0.55,0.081,1.0002,3.32,0.92,10.8,2.7994401119776042,0.5223880597014925,3.4939759036144578,7
0.39,0.4,0.073,0.9984,3.34,0.75,10.2,2.604166666666667,0.38461538461538464,2.7844311377245514,6
0.775,0.27,0.078,0.9984,3.31,0.67,10.6,2.8044871794871793,0.42857142857142855,2.8096676737160124,6
0.41,0.5,0.055,0.9952,3.34,0.79,13.3,2.512057877813505,0.48,2.754491017964072,7
0.4,0.51,0.052,0.995,3.32,0.9,13.4,2.613065326633166,0.48148148148148145,2.680722891566265,7
0.69,0.31,0.086,1.0002,3.48,0.74,11.6,2.9994001199760048,0.2839506172839506,2.5,6
0.39,0.23,0.051,0.9952,3.44,0.55,12.1,8.340032154340838,0.3076923076923077,1.8895348837209303,6
0.35,0.53,0.07,0.9972,3.15,0.65,11.0,2.6073004412354592,0.3125,3.3968253968253967,8
0.52,0.25,0.081,0.9984,3.43,0.65,9.0,1.9030448717948718,0.3684210526315789,2.2740524781341107,6
0.34,0.32,0.09,0.9966,3.32,0.79,11.1,2.5085289985952235,0.3805309734513274,2.168674698795181,5
0.44,0.73,0.074,0.999,3.17,0.85,12.0,6.556556556556556,0.5,3.280757097791798,7
0.26,0.47,0.078,0.9976,3.18,1.04,10.9,1.904570970328789,0.25,3.30188679245283,7
0.24,0.42,0.077,0.9976,3.21,1.05,10.8,1.8043303929430634,0.2727272727272727,3.2710280373831777,7
0.49,0.63,0.072,0.9968,3.16,0.78,12.5,2.909309791332263,0.38461538461538464,3.2278481012658222,7
0.24,0.46,0.075,0.9976,3.25,1.02,10.8,1.8043303929430634,0.2857142857142857,3.2,7
0.67,0.55,0.084,1.0,3.17,0.71,9.5,2.3,0.46153846153846156,3.533123028391167,6
0.59,0.31,0.09,0.9994,3.18,0.63,10.2,2.2013207924754856,0.41935483870967744,3.144654088050314,6
0.29,0.75,0.084,0.9986,3.04,0.68,11.4,2.803925495693971,0.5348837209302325,4.375,7
0.42,0.49,0.073,0.9978,3.02,0.61,9.5,4.610142313088795,0.4418604651162791,4.105960264900662,5
0.4,0.48,0.125,0.998,3.03,0.81,9.7,2.1042084168336674,0.30612244897959184,3.5313531353135312,6
0.51,0.64,0.107,0.9973,3.09,0.66,11.8,2.406497543367091,0.4,3.3980582524271847,7
0.655,0.49,0.122,1.001,3.31,1.14,9.3,6.093906093906094,0.2251655629139073,2.56797583081571,5
0.6,0.49,0.1,1.001,3.25,0.74,11.9,4.295704295704296,0.35714285714285715,3.8461538461538463,6
0.61,0.49,0.2,0.9994,3.16,0.63,8.4,2.1012607564538723,0.3125,3.291139240506329,3
0.21,0.49,0.088,0.9972,3.22,0.68,11.7,2.8078620136381867,0.34375,3.3850931677018634,6
0.365,0.49,0.088,0.9966,3.36,0.78,11.0,2.5085289985952235,0.36792452830188677,2.1726190476190474,5
0.25,0.49,0.088,0.9982,3.42,0.9,10.0,2.704868763774795,0.45454545454545453,2.865497076023392,6
0.41,0.49,0.088,0.998,3.48,0.64,9.1,2.004008016032064,0.37209302325581395,2.1839080459770113,5
0.39,0.49,0.099,0.9979,3.38,0.99,9.8,2.3048401643451246,0.3533834586466165,2.42603550295858,5
0.4,0.49,0.085,0.9978,3.22,0.55,9.4,2.5055121266786933,0.2676056338028169,2.888198757763975,5
0.43,0.49,0.086,0.9976,3.23,0.64,9.5,2.4057738572574174,0.19827586206896552,2.8482972136222906,5
0.64,0.24,0.105,0.9998,3.24,0.67,9.9,2.800560112022404,0.5471698113207547,3.2098765432098766,5
0.38,0.49,0.097,0.9962,3.39,0.77,11.4,2.5095362377032724,0.38823529411764707,2.0648967551622417,6
0.42,0.49,0.084,0.9988,3.34,0.75,8.7,2.6031237484981977,0.5818181818181818,2.4550898203592815,6
0.63,0.24,0.077,0.9974,3.09,0.57,9.4,2.40625626629236,0.18181818181818182,3.2038834951456314,5
0.22,0.24,0.078,0.999,3.41,0.87,10.3,2.1021021021021022,0.03571428571428571,2.6686217008797652,6
0.38,0.49,0.098,1.0004,3.16,0.61,10.3,2.6989204318272693,0.2857142857142857,3.7658227848101267,5
0.27,0.24,0.072,0.9956,3.22,0.66,12.8,2.1092808356769788,0.45454545454545453,3.198757763975155,6
0.48,0.24,0.102,1.0,3.28,0.56,10.0,2.7,0.40625,3.048780487804878,6
0.825,0.24,0.084,0.9972,3.37,0.77,10.7,2.10589651022864,0.38461538461538464,2.403560830860534,6
0.35,0.49,0.066,1.0014,3.2,0.66,12.0,5.79189135210705,0.14285714285714285,4.03125,7
0.5,0.74,0.1,0.9996,3.22,0.62,11.2,5.152060824329732,0.29411764705882354,3.478260869565217,5
0.59,0.24,0.101,0.9988,3.26,0.67,9.6,3.303964757709251,0.425531914893617,2.8220858895705523,5
0.46,0.49,0.064,0.9988,3.21,0.73,11.0,6.307569082899479,0.29411764705882354,2.959501557632399,6
0.715,0.24,0.07,0.9966,3.12,0.59,9.9,2.107164358819988,0.25,2.980769230769231,5
0.66,0.24,0.085,0.9993,3.06,0.72,11.0,2.5017512258581007,0.3018867924528302,3.6601307189542482,6
0.31,0.74,0.075,1.0008,2.86,0.79,8.4,1.7985611510791368,0.4,5.000000000000001,6
0.47,0.49,0.094,0.9982,3.08,0.59,9.1,2.604688439190543,0.3584905660377358,2.954545454545454,5
0.55,0.24,0.078,0.9983,3.45,0.78,9.5,2.003405789842733,0.35714285714285715,2.1739130434782608,6
0.31,0.49,0.067,0.9987,3.26,0.86,10.7,2.5032542304996497,0.2857142857142857,3.2515337423312887,6
0.35,0.49,0.079,0.9994,3.12,0.75,10.4,2.6015609365619374,0.391304347826087,3.9743589743589745,6
0.53,0.49,0.171,0.9975,3.27,0.61,9.4,1.9047619047619047,0.24,2.7522935779816513,6
0.51,0.01,0.074,0.9958,3.33,0.56,9.5,2.108857200241012,0.36,2.0420420420420418,6
0.43,0.24,0.092,0.998,3.19,0.73,10.0,2.8056112224448895,0.3111111111111111,2.9467084639498435,6
0.46,0.24,0.092,0.998,3.12,0.74,10.0,2.705410821643287,0.3181818181818182,3.0448717948717947,6
1.04,0.24,0.05,0.9934,3.74,0.62,11.5,1.6106301590497283,0.3333333333333333,1.3368983957219251,5
0.645,0.49,0.095,1.00315,2.92,0.74,11.1,4.186811543637542,0.43478260869565216,5.308219178082192,5
0.53,0.49,0.118,1.0002,3.07,0.56,11.7,4.599080183963207,0.5882352941176471,3.5504885993485344,6
0.645,0.49,0.095,1.00315,2.92,0.74,11.1,4.186811543637542,0.43478260869565216,5.342465753424658,5
0.47,0.49,0.085,1.0021,3.3,0.68,12.7,4.2909889232611516,0.1276595744680851,3.9393939393939394,6
0.6,0.49,0.075,0.9994,3.14,0.57,11.4,2.801681008605163,0.2631578947368421,4.044585987261146,5
0.44,0.49,0.078,0.9978,3.23,0.58,9.2,2.4052916416115453,0.21487603305785125,2.7863777089783284,5
0.54,0.49,0.094,0.9982,3.08,0.61,9.2,2.905229412943298,0.37272727272727274,2.922077922077922,5
0.29,0.49,0.092,0.9971,3.31,0.61,10.1,2.7078527730418216,0.4166666666666667,2.29607250755287,6
0.7,0.24,0.226,0.9991,3.32,0.6,9.0,2.502252026824142,0.3333333333333333,2.620481927710843,6
0.5,0.49,0.25,0.999,3.31,0.79,10.7,2.6026026026026026,0.25,2.960725075528701,6
0.36,0.24,0.095,0.9946,3.57,0.57,11.7,2.211944500301629,0.4523809523809524,1.7366946778711485,6
0.35,0.49,0.07,1.0003,3.32,0.91,11.0,3.2990102969109265,0.2702702702702703,3.463855421686747,6
0.24,0.49,0.075,0.9978,3.14,0.61,10.4,2.4052916416115453,0.35714285714285715,3.2484076433121016,5
0.59,0.49,0.07,0.9991,3.3,0.56,9.6,2.101891702532279,0.2978723404255319,3.181818181818182,4
